Alter;Einkommen;Preis;Geschlecht;Zeit;KundeNr;Niederlassung;Besucher;Kunde
43;49480.57828968764;;1.0;23.0;K1637;Baden-Württemberg;True;False
54;56292.71084855829;;1.0;36.0;K1696;Hamburg;True;False
67;78307.64635377112;;0.0;35.0;K1417;Hamburg;True;False
37;43614.88262792917;;1.0;34.0;K1416;Bayern;True;False
49;76602.7888395788;;1.0;19.0;K1994;Berlin;True;False
42;58051.95657742942;;0.0;25.0;K1940;Baden-Württemberg;True;False
46;51857.86016658747;;1.0;44.0;K1938;Nordrhein-Westfalen;True;False
68;79291.161811527;;0.0;36.0;K1710;Nordrhein-Westfalen;True;False
70;76105.63448490306;;0.0;25.0;K1872;Hessen;True;False
58;68691.18132399686;;1.0;37.0;K1644;Nordrhein-Westfalen;True;False
43;48849.87079024495;;0.0;36.0;K1462;Brandenburg;True;False
65;92223.18914804253;;1.0;41.0;K1359;Baden-Württemberg;True;False
69;85613.26171212798;;1.0;28.0;K1371;Hessen;True;False
47;53430.97175074282;;1.0;30.0;K1171;Berlin;True;False
41;34560.061178587945;;0.0;34.0;K1424;Baden-Württemberg;True;False
38;46846.64631106874;;0.0;46.0;K1883;Baden-Württemberg;True;False
44;53482.31220036104;;1.0;33.0;K1279;Bayern;True;False
35;29395.6414486515;;1.0;28.0;K1598;Baden-Württemberg;True;False
40;68282.04611732642;;1.0;15.0;K1320;Hamburg;True;False
45;66573.48650260495;;0.0;52.0;K1414;Nordrhein-Westfalen;True;False
39;44825.252298298255;;0.0;45.0;K1927;Baden-Württemberg;True;False
38;40638.12381960798;;1.0;46.0;K1355;Baden-Württemberg;True;False
61;75680.8569455791;;1.0;42.0;K1270;Sachsen;True;False
37;39528.49075947741;;1.0;19.0;K1646;Bayern;True;False
32;44270.051947941305;;1.0;45.0;K1730;Niedersachsen;True;False
70;74005.80908584956;;0.0;42.0;K1493;Baden-Württemberg;True;False
34;43060.345548235055;;1.0;32.0;K1181;Nordrhein-Westfalen;True;False
60;71786.3601761889;;1.0;36.0;K1386;Bayern;True;False
48;60260.01950308245;;0.0;30.0;K1817;Berlin;True;False
37;45165.04142331776;;1.0;36.0;K1443;Bayern;True;False
68;98083.36958703487;;1.0;22.0;K1432;Berlin;True;False
44;43990.60139928602;;1.0;35.0;K1426;Brandenburg;True;False
48;54965.091031366464;;1.0;30.0;K1650;Niedersachsen;True;False
53;53797.07241160214;;1.0;24.0;K1695;Hessen;True;False
61;75646.61434612492;;1.0;45.0;K1396;Bayern;True;False
67;85750.07554566991;;0.0;41.0;K1570;Nordrhein-Westfalen;True;False
49;49362.35856757959;;0.0;36.0;K1919;Thüringen;True;False
40;39581.24530431099;;1.0;5.0;K1547;Niedersachsen;True;False
53;72005.35624913589;;0.0;27.0;K1775;Nordrhein-Westfalen;True;False
50;64799.99968190091;;1.0;35.0;K1567;Thüringen;True;False
54;73773.47238829928;;1.0;23.0;K1391;Berlin;True;False
49;51990.8572650111;;1.0;29.0;K1314;Berlin;True;False
40;62840.37452322088;;0.0;35.0;K1774;Nordrhein-Westfalen;True;False
30;46686.48822885003;;1.0;36.0;K1332;Sachsen;True;False
35;42664.92693348081;;0.0;34.0;K1954;Nordrhein-Westfalen;True;False
65;78027.33356866369;;1.0;12.0;K1617;Niedersachsen;True;False
54;54771.81984576158;;0.0;26.0;K1632;Baden-Württemberg;True;False
61;79526.72258325989;;1.0;62.0;K1981;Baden-Württemberg;True;False
36;32281.857537934036;;1.0;52.0;K1201;Hessen;True;False
32;31010.60371272385;;0.0;42.0;K1397;Baden-Württemberg;True;False
68;78362.67406137298;;0.0;21.0;K1428;Baden-Württemberg;True;False
51;56457.4891364143;;0.0;28.0;K1841;Nordrhein-Westfalen;True;False
68;74860.98577194301;;0.0;20.0;K1634;Bayern;True;False
54;68635.79438556149;;0.0;29.0;K1323;Baden-Württemberg;True;False
61;61246.32697749902;;0.0;45.0;K1380;Nordrhein-Westfalen;True;False
63;69114.66674485385;;0.0;39.0;K1183;Hamburg;True;False
58;76153.05437383783;;0.0;25.0;K1890;Bayern;True;False
41;39145.70180758025;;1.0;40.0;K1709;Hessen;True;False
45;34526.57020159587;;1.0;17.0;K1901;Baden-Württemberg;True;False
47;61173.93565537098;;1.0;37.0;K1244;Niedersachsen;True;False
35;40070.02223199869;;1.0;47.0;K1683;Bayern;True;False
47;61411.10701386299;;1.0;21.0;K1599;Bayern;True;False
66;76131.40623392163;;0.0;42.0;K1464;Sachsen;True;False
57;52580.65881183184;;1.0;29.0;K1170;Bayern;True;False
31;12031.989258552723;;1.0;32.0;K1586;Baden-Württemberg;True;False
63;74054.70619267496;;0.0;43.0;K1882;Nordrhein-Westfalen;True;False
30;47051.43409867171;;1.0;23.0;K1704;Baden-Württemberg;True;False
57;75169.08296945898;;0.0;44.0;K1935;Thüringen;True;False
49;53203.21029404359;;0.0;44.0;K1411;Hessen;True;False
64;74726.84924898707;;1.0;55.0;K1336;Bayern;True;False
37;60309.95951774383;;0.0;38.0;K1950;Baden-Württemberg;True;False
40;56212.03314278404;;1.0;39.0;K1154;Bayern;True;False
50;46631.75790296047;;1.0;36.0;K1757;Bayern;True;False
49;56491.65443727993;;0.0;25.0;K1959;Baden-Württemberg;True;False
51;46713.49462194787;;0.0;34.0;K1447;Berlin;True;False
37;37001.8597858101;;1.0;29.0;K1699;Bayern;True;False
34;46611.89681382488;;1.0;34.0;K1990;Berlin;True;False
36;39625.21727597255;;1.0;55.0;K1521;Bayern;True;False
70;97897.0505433718;;1.0;60.0;K1318;Berlin;True;False
43;68343.42995828904;;1.0;32.0;K1138;Nordrhein-Westfalen;True;False
59;68648.91021070804;;1.0;32.0;K1136;Nordrhein-Westfalen;True;False
34;42021.351206703584;;0.0;36.0;K1773;Brandenburg;True;False
66;78363.1815844051;;1.0;26.0;K1689;Baden-Württemberg;True;False
55;67416.14051817694;;1.0;31.0;K1619;Nordrhein-Westfalen;True;False
57;75132.69871427603;;0.0;41.0;K1793;Bayern;True;False
52;54277.20247138504;;1.0;48.0;K1214;Nordrhein-Westfalen;True;False
62;83975.47424607084;;0.0;33.0;K1182;Bayern;True;False
42;60427.7317067945;;1.0;44.0;K1716;Sachsen;True;False
67;87075.0424976642;;1.0;59.0;K1748;Niedersachsen;True;False
55;76311.86352250354;;1.0;41.0;K1187;Baden-Württemberg;True;False
31;38298.53365217667;;1.0;35.0;K1623;Nordrhein-Westfalen;True;False
33;35653.84321707804;;0.0;26.0;K1762;Nordrhein-Westfalen;True;False
37;51507.44213419635;;0.0;34.0;K1401;Niedersachsen;True;False
43;58161.76456569998;;1.0;31.0;K1612;Nordrhein-Westfalen;True;False
30;38642.9176274666;;1.0;35.0;K1913;Bayern;True;False
46;56617.21612666908;;0.0;31.0;K1480;Hessen;True;False
37;38266.32199296525;;1.0;36.0;K1110;Baden-Württemberg;True;False
41;52447.560235608296;;1.0;48.0;K1159;Sachsen;True;False
48;63015.20260611034;;0.0;50.0;K1503;Berlin;True;False
45;44514.71192462543;;1.0;37.0;K1562;Berlin;True;False
33;20924.68796076063;;1.0;36.0;K1626;Baden-Württemberg;True;False
62;77172.3477368733;;1.0;36.0;K1468;Baden-Württemberg;True;False
67;68054.56279480796;;0.0;40.0;K1202;Niedersachsen;True;False
46;57346.43603357197;;1.0;32.0;K1522;Hamburg;True;False
52;74487.88940711174;;1.0;41.0;K1677;Bayern;True;False
46;54308.48613322938;;1.0;32.0;K1957;Brandenburg;True;False
48;68669.40274374136;;1.0;41.0;K1538;Niedersachsen;True;False
54;70603.6396479521;;1.0;13.0;K1878;Sachsen;True;False
44;46191.87896569637;;1.0;45.0;K1130;Baden-Württemberg;True;False
63;66297.52548713186;;0.0;43.0;K1189;Niedersachsen;True;False
47;46132.94535081172;;1.0;38.0;K1115;Nordrhein-Westfalen;True;False
35;55240.05100480306;;0.0;24.0;K1436;Nordrhein-Westfalen;True;False
66;78220.57773084576;;0.0;41.0;K1838;Sachsen;True;False
52;67495.80152171961;;1.0;25.0;K1487;Nordrhein-Westfalen;True;False
36;48519.26595769286;;1.0;30.0;K1809;Baden-Württemberg;True;False
33;44999.01911189909;;0.0;18.0;K1918;Baden-Württemberg;True;False
54;49679.673812958754;;0.0;24.0;K1223;Sachsen;True;False
45;51504.42714273189;;1.0;50.0;K1641;Baden-Württemberg;True;False
40;57367.42919749243;;1.0;31.0;K1466;Baden-Württemberg;True;False
61;80750.62261107466;;0.0;24.0;K1134;Sachsen;True;False
57;63456.62655121073;;0.0;45.0;K1160;Bayern;True;False
52;45802.02820555963;;1.0;25.0;K1970;Baden-Württemberg;True;False
53;58520.52013258997;;0.0;20.0;K1700;Brandenburg;True;False
51;56254.19697173916;;0.0;17.0;K1344;Berlin;True;False
68;77479.77370987926;;0.0;45.0;K1826;Baden-Württemberg;True;False
68;80288.19633710348;;1.0;19.0;K1186;Brandenburg;True;False
42;37936.97963079064;;0.0;30.0;K1364;Sachsen;True;False
57;50221.96278036853;;1.0;47.0;K1591;Bayern;True;False
38;48379.32276693023;;1.0;43.0;K1821;Thüringen;True;False
69;98029.0012254466;;1.0;37.0;K1905;Bayern;True;False
66;82388.15906332547;;0.0;34.0;K1886;Hessen;True;False
53;69200.65406495638;;0.0;25.0;K1647;Berlin;True;False
54;59334.765842262015;;0.0;34.0;K1431;Baden-Württemberg;True;False
46;49472.2553883599;;1.0;36.0;K1639;Bayern;True;False
50;61480.98123663141;;1.0;44.0;K1640;Baden-Württemberg;True;False
33;54044.93494557665;;0.0;30.0;K1588;Bayern;True;False
50;66940.78999582701;;0.0;32.0;K1867;Thüringen;True;False
65;74982.30954012758;;0.0;27.0;K1638;Hessen;True;False
65;62675.60049141745;;1.0;33.0;K1818;Baden-Württemberg;True;False
65;85235.07133486084;;1.0;44.0;K1495;Nordrhein-Westfalen;True;False
39;23109.88057358736;;1.0;39.0;K1600;Sachsen;True;False
48;55111.1738291915;;1.0;31.0;K1587;Nordrhein-Westfalen;True;False
64;74797.71960677873;;0.0;28.0;K1482;Niedersachsen;True;False
63;66343.41078153354;;1.0;53.0;K1470;Baden-Württemberg;True;False
50;58484.54039041646;;1.0;40.0;K1517;Thüringen;True;False
66;88621.24191112188;;0.0;44.0;K1573;Hessen;True;False
36;30932.04803160049;;0.0;43.0;K1514;Baden-Württemberg;True;False
64;70306.34919789399;;1.0;36.0;K1112;Berlin;True;False
53;49633.94504662924;;1.0;30.0;K1685;Nordrhein-Westfalen;True;False
66;69331.45165711388;;0.0;32.0;K1260;Baden-Württemberg;True;False
37;51799.464698996206;;0.0;40.0;K1985;Baden-Württemberg;True;False
38;51013.21862383295;;1.0;49.0;K1530;Nordrhein-Westfalen;True;False
60;77364.77312129164;;0.0;34.0;K1206;Bayern;True;False
62;69519.57087189915;;0.0;31.0;K1304;Sachsen;True;False
40;52774.29440970104;;0.0;41.0;K1529;Hessen;True;False
56;70615.54950914938;;0.0;15.0;K1403;Brandenburg;True;False
39;43354.50180165668;;0.0;28.0;K1989;Bayern;True;False
68;89005.39288890261;;0.0;22.0;K1352;Baden-Württemberg;True;False
35;39196.70589672828;;1.0;26.0;K1583;Bayern;True;False
58;74550.6202554913;;0.0;32.0;K1410;Niedersachsen;True;False
65;83198.24248402342;;1.0;47.0;K1421;Berlin;True;False
33;45748.42693618564;;1.0;55.0;K1107;Niedersachsen;True;False
47;79607.66735450045;;1.0;47.0;K1510;Berlin;True;False
47;59352.78068693205;;1.0;14.0;K1847;Baden-Württemberg;True;False
60;55814.79620631314;;1.0;27.0;K1365;Baden-Württemberg;True;False
52;66108.25385529606;;1.0;41.0;K1472;Thüringen;True;False
69;85175.91833307281;;1.0;31.0;K1263;Nordrhein-Westfalen;True;False
42;54182.115014181705;;1.0;26.0;K1659;Nordrhein-Westfalen;True;False
44;52096.75434082368;;1.0;45.0;K1934;Nordrhein-Westfalen;True;False
55;88482.68247002398;;1.0;26.0;K1782;Berlin;True;False
56;83787.01049645299;;0.0;27.0;K1485;Niedersachsen;True;False
40;38822.673540278105;;0.0;18.0;K1731;Berlin;True;False
56;66000.85802185375;;0.0;32.0;K1407;Berlin;True;False
52;33297.75882314246;;0.0;18.0;K1537;Nordrhein-Westfalen;True;False
65;68211.38298720564;;1.0;20.0;K1627;Berlin;True;False
37;50176.78491659571;;1.0;31.0;K1509;Bayern;True;False
38;48780.18090135144;;1.0;18.0;K1948;Niedersachsen;True;False
37;41519.40253088631;;1.0;33.0;K1460;Bayern;True;False
36;50243.04319986396;;1.0;48.0;K1569;Nordrhein-Westfalen;True;False
31;26018.930843729628;;0.0;32.0;K1858;Baden-Württemberg;True;False
38;44672.54475227276;;0.0;36.0;K1317;Bayern;True;False
44;50981.53330613676;;0.0;21.0;K1554;Sachsen;True;False
59;70012.55646857031;;1.0;39.0;K1184;Baden-Württemberg;True;False
38;29787.61073967547;;1.0;47.0;K1253;Hamburg;True;False
33;35350.734563498816;;1.0;24.0;K1533;Hessen;True;False
63;60561.8096538407;;1.0;38.0;K1165;Bayern;True;False
49;58250.254832502986;;1.0;25.0;K1765;Baden-Württemberg;True;False
47;56933.67295901219;;1.0;42.0;K1909;Baden-Württemberg;True;False
51;54872.34097614113;;0.0;40.0;K1693;Bayern;True;False
64;85441.92783839643;;0.0;42.0;K1870;Sachsen;True;False
60;67965.91123144886;;1.0;29.0;K1370;Bayern;True;False
48;48300.49016663392;;1.0;28.0;K1238;Baden-Württemberg;True;False
63;86198.61197070724;;0.0;32.0;K1813;Nordrhein-Westfalen;True;False
54;53806.64986546736;;0.0;37.0;K1649;Sachsen;True;False
57;78842.38490612834;;0.0;24.0;K1451;Berlin;True;False
68;86965.51716221104;;0.0;15.0;K1926;Berlin;True;False
47;50383.0035146331;;1.0;35.0;K1738;Baden-Württemberg;True;False
31;59163.82368118809;;1.0;25.0;K1561;Brandenburg;True;False
42;54815.06292960715;;0.0;34.0;K1605;Baden-Württemberg;True;False
57;60410.81774322362;;1.0;33.0;K1535;Baden-Württemberg;True;False
42;49912.5133607232;;1.0;26.0;K1550;Sachsen;True;False
48;51462.33449658315;;1.0;20.0;K1755;Niedersachsen;True;False
64;67482.49163937743;;1.0;10.0;K1277;Bayern;True;False
40;59391.907257758285;;0.0;37.0;K1555;Brandenburg;True;False
58;71796.78375066351;;1.0;26.0;K1419;Berlin;True;False
64;85476.75002498372;;1.0;27.0;K1437;Hamburg;True;False
67;94337.55474285186;;1.0;27.0;K1906;Hessen;True;False
57;52369.614786572805;;1.0;42.0;K1195;Thüringen;True;False
63;71786.86963567701;;1.0;40.0;K1939;Bayern;True;False
40;39209.6501341634;;0.0;43.0;K1286;Sachsen;True;False
41;50331.80083448773;;0.0;48.0;K1686;Niedersachsen;True;False
33;47738.79992886855;;1.0;47.0;K1900;Baden-Württemberg;True;False
57;51230.94265343794;;1.0;28.0;K1174;Sachsen;True;False
62;64399.17380839598;;0.0;18.0;K1236;Berlin;True;False
67;71626.52688470876;;1.0;29.0;K1439;Bayern;True;False
35;50926.48935086532;;1.0;35.0;K1702;Sachsen;True;False
51;66518.30950340244;;1.0;22.0;K1240;Nordrhein-Westfalen;True;False
69;80266.5197570841;;1.0;36.0;K1269;Niedersachsen;True;False
46;42528.58264935153;;0.0;44.0;K1133;Nordrhein-Westfalen;True;False
63;75258.5882756021;;0.0;50.0;K1888;Thüringen;True;False
44;50005.002649598144;;0.0;23.0;K1298;Bayern;True;False
39;35225.29630047012;;0.0;48.0;K1974;Niedersachsen;True;False
33;24242.6013961693;;1.0;42.0;K1820;Berlin;True;False
42;54485.35271297408;;1.0;33.0;K1630;Bayern;True;False
65;81926.49851495633;;1.0;48.0;K1486;Bayern;True;False
40;51957.04750970712;;1.0;16.0;K1245;Sachsen;True;False
36;47469.13210184134;;1.0;18.0;K1278;Bayern;True;False
38;50640.423932004334;;1.0;28.0;K1111;Bayern;True;False
51;55860.34134441505;;1.0;44.0;K1823;Baden-Württemberg;True;False
66;68505.92715813697;;0.0;37.0;K1790;Bayern;True;False
33;31654.70931020863;;1.0;31.0;K1178;Bayern;True;False
44;54025.601631232574;;1.0;30.0;K1987;Nordrhein-Westfalen;True;False
47;61371.86037427834;;1.0;42.0;K1433;Bayern;True;False
33;37067.78183567922;;1.0;47.0;K1558;Nordrhein-Westfalen;True;False
58;62171.39083962616;;1.0;26.0;K1250;Baden-Württemberg;True;False
67;76785.41565787853;;1.0;15.0;K1339;Hessen;True;False
40;35558.52295367206;;0.0;31.0;K1325;Baden-Württemberg;True;False
32;20329.572188555016;;1.0;30.0;K1475;Bayern;True;False
30;29694.36967212773;;1.0;30.0;K1916;Niedersachsen;True;False
39;63156.4607924843;;1.0;41.0;K1237;Berlin;True;False
59;71024.577322895;;0.0;28.0;K1799;Hessen;True;False
51;70533.4440736586;;1.0;7.0;K1969;Baden-Württemberg;True;False
67;86403.29453956797;;1.0;29.0;K1290;Hessen;True;False
47;67161.18295243074;;1.0;36.0;K1146;Berlin;True;False
31;54066.71490277438;;0.0;45.0;K1652;Bayern;True;False
36;29204.045820516767;;0.0;27.0;K1213;Bayern;True;False
40;59102.57639746197;;0.0;29.0;K1708;Bayern;True;False
69;78816.42539608196;;0.0;61.0;K1161;Nordrhein-Westfalen;True;False
69;79027.08313244994;;1.0;24.0;K1499;Berlin;True;False
38;66319.92238394536;;0.0;43.0;K1811;Baden-Württemberg;True;False
51;71227.25924976716;;1.0;33.0;K1654;Hessen;True;False
31;35916.95084009938;;1.0;34.0;K1129;Bayern;True;False
38;44788.123878098384;;1.0;22.0;K1456;Sachsen;True;False
65;73604.96746986441;;1.0;45.0;K1534;Berlin;True;False
66;65216.98045790985;;1.0;13.0;K1539;Baden-Württemberg;True;False
53;58268.38455170221;;0.0;57.0;K1156;Niedersachsen;True;False
66;81322.77755624868;;1.0;42.0;K1631;Thüringen;True;False
52;59034.50276222728;;0.0;22.0;K1921;Berlin;True;False
46;54677.38676147014;;0.0;37.0;K1674;Thüringen;True;False
44;49839.08323147287;;1.0;31.0;K1369;Baden-Württemberg;True;False
53;70483.67913038879;;1.0;18.0;K1541;Baden-Württemberg;True;False
70;86136.18828412276;;0.0;39.0;K1718;Baden-Württemberg;True;False
41;46277.31482345062;;1.0;14.0;K1798;Bayern;True;False
58;83377.64375055519;;1.0;25.0;K1457;Nordrhein-Westfalen;True;False
43;38133.969015536415;;0.0;27.0;K1123;Baden-Württemberg;True;False
43;61618.7453207506;;1.0;24.0;K1771;Bayern;True;False
52;66931.62974555178;;1.0;26.0;K1687;Baden-Württemberg;True;False
66;82714.59944611686;;0.0;16.0;K1188;Nordrhein-Westfalen;True;False
40;49390.74203480306;;1.0;51.0;K1166;Nordrhein-Westfalen;True;False
38;46307.32262091811;;1.0;33.0;K1377;Hessen;True;False
57;84130.8361121828;;1.0;56.0;K1390;Nordrhein-Westfalen;True;False
61;61255.99192759155;;0.0;22.0;K1800;Niedersachsen;True;False
66;64549.900810909385;;1.0;26.0;K1851;Sachsen;True;False
37;37026.70345003768;;0.0;52.0;K1117;Thüringen;True;False
37;41986.47519256367;;0.0;42.0;K1287;Bayern;True;False
58;63296.69034048032;;1.0;17.0;K1549;Baden-Württemberg;True;False
51;67323.14564444456;;0.0;46.0;K1657;Berlin;True;False
55;63084.95068724524;;0.0;34.0;K1328;Baden-Württemberg;True;False
66;84640.6305637355;;1.0;34.0;K1618;Berlin;True;False
57;81289.8813692296;;0.0;31.0;K1733;Berlin;True;False
35;44388.74911272415;;1.0;30.0;K1692;Baden-Württemberg;True;False
43;49717.79872938432;;1.0;46.0;K1797;Niedersachsen;True;False
35;41206.23466424097;;0.0;39.0;K1628;Sachsen;True;False
62;72706.64550804085;;0.0;50.0;K1769;Nordrhein-Westfalen;True;False
54;72310.20137385467;;1.0;35.0;K1281;Berlin;True;False
60;74192.86253782813;;1.0;25.0;K1946;Berlin;True;False
31;40364.83289990759;;0.0;20.0;K1783;Niedersachsen;True;False
62;77712.60659770755;;0.0;29.0;K1268;Hessen;True;False
55;66068.47971681332;;1.0;35.0;K1353;Hessen;True;False
69;78275.28507069028;;1.0;30.0;K1675;Thüringen;True;False
65;75316.25436063616;;1.0;43.0;K1892;Nordrhein-Westfalen;True;False
56;58982.6724132594;;1.0;16.0;K1179;Bayern;True;False
38;46195.15314751832;;1.0;26.0;K1218;Bayern;True;False
70;69727.40958594189;;1.0;35.0;K1740;Brandenburg;True;False
66;79151.82942397373;;1.0;35.0;K1606;Nordrhein-Westfalen;True;False
40;67881.40169559825;;0.0;41.0;K1209;Baden-Württemberg;True;False
47;52534.52360667457;;0.0;50.0;K1219;Berlin;True;False
36;41110.880943472206;;1.0;36.0;K1473;Baden-Württemberg;True;False
67;75807.6559482063;;1.0;46.0;K1197;Baden-Württemberg;True;False
40;39443.816099458985;;1.0;48.0;K1602;Niedersachsen;True;False
68;64541.87849781089;;0.0;31.0;K1194;Hessen;True;False
47;52745.12664226462;;0.0;24.0;K1441;Hamburg;True;False
30;31232.137410671497;;0.0;52.0;K1984;Nordrhein-Westfalen;True;False
70;83902.94581993156;;0.0;49.0;K1922;Niedersachsen;True;False
45;59679.660948359415;;0.0;25.0;K1933;Thüringen;True;False
32;28689.47225291241;;0.0;41.0;K1648;Sachsen;True;False
44;59093.19528865111;;1.0;34.0;K1653;Berlin;True;False
47;43409.22363053848;;0.0;32.0;K1199;Sachsen;True;False
62;77682.56445966552;;0.0;28.0;K1116;Nordrhein-Westfalen;True;False
42;34572.62891288065;;0.0;42.0;K1536;Niedersachsen;True;False
66;77908.2919508747;;1.0;41.0;K1148;Nordrhein-Westfalen;True;False
53;44536.66728238031;;1.0;36.0;K1147;Nordrhein-Westfalen;True;False
44;48650.03750087601;;1.0;45.0;K1434;Sachsen;True;False
46;52041.42325072015;;1.0;28.0;K1272;Bayern;True;False
62;85386.11536571402;;1.0;35.0;K1884;Baden-Württemberg;True;False
45;39956.11884255284;;1.0;34.0;K1642;Baden-Württemberg;True;False
55;70713.57874370294;;1.0;40.0;K1840;Berlin;True;False
30;42439.49390670383;;1.0;49.0;K1604;Berlin;True;False
53;55541.95679712114;;1.0;50.0;K1283;Sachsen;True;False
56;62958.236734754246;;1.0;28.0;K1688;Bayern;True;False
70;76890.7480564395;;1.0;37.0;K1889;Berlin;True;False
55;67803.19569847536;;1.0;39.0;K1698;Baden-Württemberg;True;False
32;47052.41137944455;;1.0;30.0;K1282;Nordrhein-Westfalen;True;False
59;70568.66378815504;;1.0;43.0;K1749;Bayern;True;False
38;31258.40589789548;;0.0;39.0;K1815;Berlin;True;False
38;42954.2984579802;;0.0;39.0;K1720;Baden-Württemberg;True;False
61;84321.02890463859;;1.0;44.0;K1488;Baden-Württemberg;True;False
46;60088.44886582324;;1.0;38.0;K1362;Bayern;True;False
46;71444.45810073885;;1.0;23.0;K1839;Niedersachsen;True;False
34;34255.8842775536;;1.0;34.0;K1440;Sachsen;True;False
47;50532.94655950043;;1.0;32.0;K1656;Brandenburg;True;False
63;79754.37807458994;;1.0;42.0;K1120;Nordrhein-Westfalen;True;False
57;58633.96976384482;;1.0;32.0;K1108;Thüringen;True;False
65;62351.08641991102;;0.0;40.0;K1516;Bayern;True;False
53;72003.34639382867;;0.0;34.0;K1361;Nordrhein-Westfalen;True;False
63;79995.43490693603;;1.0;23.0;K1556;Hessen;True;False
35;33793.84665708341;;1.0;41.0;K1578;Berlin;True;False
61;79736.84965500307;;1.0;31.0;K1802;Niedersachsen;True;False
69;98883.18757367524;;1.0;29.0;K1498;Hessen;True;False
68;92374.32383282809;;0.0;44.0;K1327;Baden-Württemberg;True;False
70;92238.94765868138;;1.0;38.0;K1611;Bayern;True;False
57;52972.58201462748;;0.0;47.0;K1672;Sachsen;True;False
36;47024.3005565006;;1.0;26.0;K1525;Baden-Württemberg;True;False
41;45176.5164943388;;0.0;33.0;K1429;Berlin;True;False
49;52713.55868975444;;0.0;43.0;K1635;Baden-Württemberg;True;False
50;43389.6662576152;;1.0;38.0;K1114;Niedersachsen;True;False
69;79689.64512573004;;1.0;51.0;K1354;Bayern;True;False
41;53765.35585459019;;0.0;21.0;K1127;Niedersachsen;True;False
49;57703.96636766509;;1.0;27.0;K1461;Berlin;True;False
65;73776.46692409588;;1.0;33.0;K1326;Niedersachsen;True;False
41;56806.22119727098;;1.0;32.0;K1706;Bayern;True;False
34;34204.31522228897;;1.0;43.0;K1871;Nordrhein-Westfalen;True;False
59;85332.22542381042;;1.0;21.0;K1979;Nordrhein-Westfalen;True;False
55;58756.75145483924;;1.0;34.0;K1633;Nordrhein-Westfalen;True;False
61;81435.30184849372;;1.0;40.0;K1445;Niedersachsen;True;False
39;63688.04086663379;;1.0;20.0;K1848;Berlin;True;False
51;46823.71950733446;;0.0;41.0;K1624;Bayern;True;False
50;67276.38391826894;;1.0;29.0;K1308;Hessen;True;False
45;70632.18116424145;;0.0;52.0;K1342;Sachsen;True;False
33;36719.10148652727;;1.0;35.0;K1198;Nordrhein-Westfalen;True;False
66;75021.34800930391;;1.0;27.0;K1835;Bayern;True;False
63;65737.34789246088;;0.0;49.0;K1545;Nordrhein-Westfalen;True;False
56;66606.82240212626;;1.0;15.0;K1664;Bayern;True;False
42;42036.4907884942;;1.0;36.0;K1389;Bayern;True;False
64;82889.73040827588;;0.0;44.0;K1289;Baden-Württemberg;True;False
55;55421.10091157522;;0.0;29.0;K1896;Niedersachsen;True;False
59;59731.06742753732;;0.0;30.0;K1592;Nordrhein-Westfalen;True;False
63;78072.77390257167;;1.0;30.0;K1258;Bayern;True;False
65;91807.01049333796;;1.0;45.0;K1180;Nordrhein-Westfalen;True;False
53;65662.1492493404;;1.0;48.0;K1761;Thüringen;True;False
36;29607.14160492055;;1.0;23.0;K1736;Bayern;True;False
56;70410.79805191848;;1.0;39.0;K1382;Bayern;True;False
47;63119.27077514208;;0.0;51.0;K1173;Bayern;True;False
42;44380.59493320296;;1.0;30.0;K1930;Bayern;True;False
56;71443.21885328605;;1.0;31.0;K1293;Bayern;True;False
66;66735.69174215138;;0.0;26.0;K1376;Nordrhein-Westfalen;True;False
30;40283.17451896094;;1.0;50.0;K1767;Baden-Württemberg;True;False
49;54140.59545614648;;1.0;29.0;K1816;Baden-Württemberg;True;False
33;36223.99905839761;;0.0;52.0;K1341;Baden-Württemberg;True;False
68;81230.95237363465;;0.0;46.0;K1193;Hessen;True;False
57;65786.36558907609;;1.0;43.0;K1862;Thüringen;True;False
43;59089.74089652931;;0.0;29.0;K1222;Sachsen;True;False
39;58806.417593735336;;1.0;55.0;K1230;Niedersachsen;True;False
68;80798.29331494017;;1.0;43.0;K1836;Nordrhein-Westfalen;True;False
36;38942.80911718784;;0.0;35.0;K1394;Nordrhein-Westfalen;True;False
36;46373.45798243152;;0.0;36.0;K1343;Bayern;True;False
42;57149.49800655036;;0.0;35.0;K1105;Hessen;True;False
42;52174.79091303806;;0.0;38.0;K1986;Bayern;True;False
42;46178.95708275883;;1.0;28.0;K1572;Hessen;True;False
34;26418.801247455667;;0.0;45.0;K1932;Sachsen;True;False
41;55038.29982685805;;1.0;41.0;K1500;Hessen;True;False
62;71314.97859749506;;0.0;37.0;K1636;Sachsen;True;False
33;49527.66481574445;;0.0;25.0;K1231;Baden-Württemberg;True;False
54;53583.84502967968;;0.0;39.0;K1383;Nordrhein-Westfalen;True;False
39;56179.01757390302;;1.0;29.0;K1796;Nordrhein-Westfalen;True;False
54;69210.98341641495;;1.0;40.0;K1221;Nordrhein-Westfalen;True;False
33;28556.82030061056;;1.0;52.0;K1333;Nordrhein-Westfalen;True;False
32;40946.27928872359;;0.0;28.0;K1727;Hessen;True;False
50;56452.50312454669;;1.0;37.0;K1760;Bayern;True;False
64;66775.5553021718;;1.0;11.0;K1703;Berlin;True;False
51;41344.513691095926;;0.0;24.0;K1621;Nordrhein-Westfalen;True;False
